,nazwa,miasto,firma,liczba_graczy,czas_gry,kategoria,poziom_trudnosci,liczba_ocen,miejsce_w_polsce,oceny,języki_rosyjski,bezpieczeństwo_tylko_niskie_napięcie_w_zasięgu_gracza,bezpieczeństwo_dezynfekowane_pokoje,podstawowe_klimatyzowany,podstawowe_możesz_kupić_tutaj_escape_tales,podstawowe_półmrok_w_pokoju,podstawowe_nie_dla_epileptyków,podstawowe_bardzo_wąskie_przejścia,bezpieczeństwo_dezynfekcja_lampami_uvc,podstawowe_gra_bez_aktora,bezpieczeństwo_ograniczony_kontakt_z_innymi_grupami,bezpieczeństwo_oświetlenie_awaryjne,podstawowe_przyjazny_zwierzętom,bezpieczeństwo_dostępny_żel_antybakteryjny,podstawowe_pokój_eliminacyjny_poland_escape,inne_prawdziwy_mistrz_gry,bezpieczeństwo_przycisk_bezpieczeństwa,języki_słowacki,języki_czeski,podstawowe_nie_dla_osób_z_chorobami_serca,podstawowe_nieodpowiednie_dla_osób_z_klaustrofobią,podstawowe_od_18_lat,bezpieczeństwo_drzwi_zawsze_otwarte,bezpieczeństwo_pełen_monitoring,bezpieczeństwo_pełen_kontakt_z_mistrzem_gry,bezpieczeństwo_klucz_bezpieczeństwa,bezpieczeństwo_system_awaryjnego_otwierania_drzwi,języki_angielski,podstawowe_przyjazny_niepełnosprawnym,podstawowe_możliwość_płatności_kartą,bezpieczeństwo_dostępne_rekawiczki,podstawowe_nie_dla_kobiet_w_ciąży,języki_polski,podstawowe_przyjazny_dzieciom,podstawowe_od_16_lat
392,Piaski Pustyni,Konin,Next Level,2-4 osoby,60 minut,Przygodowy,śr. zaawansowani,3 opinie,Polska: 393. miejsce,"8 .6
Obsługa:
9,9/10
Klimat:
9,4/10
Trudność wg. graczy:
Średni
Ilość opinii:
3",0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1
393,Leśne Trolle,Szczecin,Warsztatownia,2-6 osób,60 minut,Przygodowy,początkujący,8 opinii,Polska: 392. miejsce,"9 .2
Obsługa:
6,6/10
Klimat:
10/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
8",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0
394,Przygody Indiana Jones,Warszawa,Team Exit - Pokoje zagadek -Escape Room 24,3-7 osób,60 minut,Przygodowy,śr. zaawansowani,7 opinii,Polska: 395. miejsce,"7 .8
Obsługa:
9,4/10
Klimat:
7/10
Trudność wg. graczy:
Trudny
Ilość opinii:
7",0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0
395,Skarby Majów,Poznań,Key To Be Free,2-8 osób,60 minut,Przygodowy,początkujący,106 opinii,Polska: 394. miejsce,"6 .7
Obsługa:
9,7/10
Klimat:
6,4/10
Trudność wg. graczy:
Średni
Ilość opinii:
106",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0
396,Opuszczona Piwnica,Gorzów Wielkopolski,Open The Lock,2-4 osoby,60 minut,Thriller,śr. zaawansowani,14 opinii,Polska: 396. miejsce,"7 .7
Obsługa:
5,7/10
Klimat:
7,6/10
Trudność wg. graczy:
Średni
Ilość opinii:
14",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0
397,Kryptonim Dżungla,Opole,Escape Room Chata Zagadek,2-5 osób,60 minut,Przygodowy,na pierwszy raz,7 opinii,Polska: 397. miejsce,"7 .3
Obsługa:
9,5/10
Klimat:
8,4/10
Trudność wg. graczy:
Średni
Ilość opinii:
7",0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0
398,Zielona Mila,Warszawa,SHOW ESCAPE,2-12 osób,60 minut,Przygodowy,doświadczony,9 opinii,Polska: 398. miejsce,"7 .7
Obsługa:
9,6/10
Klimat:
9/10
Trudność wg. graczy:
Średni
Ilość opinii:
9",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0
399,Redrum,Żory,Open The Lock,2-5 osób,60 minut,Horror,śr. zaawansowani,29 opinii,Polska: 399. miejsce,"6 .3
Obsługa:
6/10
Klimat:
7,5/10
Trudność wg. graczy:
Trudny
Ilość opinii:
29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
400,Łowca Umysłów,Giżycko,Pokoje zagadek,2-5 osób,60 minut,Thriller,śr. zaawansowani,6 opinii,Polska: 400. miejsce,"8 .4
Obsługa:
8,8/10
Klimat:
8,2/10
Trudność wg. graczy:
Trudny
Ilość opinii:
6",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
401,Wolfenstein,Kraków,ExitRoom ™,2-4 osoby,60 minut,Fabularny,śr. zaawansowani,60 opinii,Polska: 401. miejsce,"7 .0
Obsługa:
9,9/10
Klimat:
8,9/10
Trudność wg. graczy:
Średni
Ilość opinii:
60",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1
402,Mikołajowa Misja,Wisła,Zamek Zagadek,2-6 osób,60 minut,Przygodowy,na pierwszy raz,7 opinii,Polska: 402. miejsce,"8 .3
Obsługa:
9,3/10
Klimat:
9,7/10
Trudność wg. graczy:
Średni
Ilość opinii:
7",0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0
403,Apartament,Łódź,Alfa Fun,2-4 osoby,60 minut,Przygodowy,początkujący,18 opinii,Polska: 403. miejsce,"7 .3
Obsługa:
9,6/10
Klimat:
7,8/10
Trudność wg. graczy:
Średni
Ilość opinii:
18",0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0
404,Krypta wampira,Warszawa,Zagadkownia,2-5 osób,60 minut,Thriller,śr. zaawansowani,201 opinii,Polska: 404. miejsce,"5 .4
Obsługa:
7,2/10
Klimat:
6,6/10
Trudność wg. graczy:
Średni
Ilość opinii:
201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0
405,S.O.S.,Iława,Open The Lock,2-5 osób,60 minut,Przygodowy,początkujący,6 opinii,Polska: 405. miejsce,"8 .8
Obsługa:
10/10
Klimat:
9,1/10
Trudność wg. graczy:
Średni
Ilość opinii:
6",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0
406,Rozbitkowie w dżungli,Warszawa,Zagadkownia,2-6 osób,60 minut,Przygodowy,śr. zaawansowani,101 opinii,Polska: 406. miejsce,"6 .2
Obsługa:
8/10
Klimat:
7/10
Trudność wg. graczy:
Średni
Ilość opinii:
101",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0
407,Chory Lekarz,Zamość,Escape Room Zamość,2-6 osób,60 minut,Thriller,początkujący,2 opinie,Polska: 408. miejsce,"10
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Średni
Ilość opinii:
2",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0
408,Bezludna Wyspa,Nowy Sącz,4Fun Escape Room Nowy Sącz,2-6 osób,60 minut,Przygodowy,śr. zaawansowani,9 opinii,Polska: 407. miejsce,"6 .0
Obsługa:
5,5/10
Klimat:
8,3/10
Trudność wg. graczy:
Średni
Ilość opinii:
9",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
409,Śmierć muzealnika,Stargard,Muzeum Archeologiczno-Historyczne Stargard,2-6 osób,60 minut,Kryminalny,doświadczony,7 opinii,Polska: 409. miejsce,"9 .6
Obsługa:
10/10
Klimat:
9,4/10
Trudność wg. graczy:
Trudny
Ilość opinii:
7",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0
410,Laboratorium Frankensteina,Lublin,LetMeOut,2-6 osób,60 minut,Przygodowy,początkujący,5 opinii,Polska: 410. miejsce,"7 .4
Obsługa:
9/10
Klimat:
7,2/10
Trudność wg. graczy:
Średni
Ilość opinii:
5",0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
411,Duchy Bastei,Stargard,Muzeum Archeologiczno-Historyczne Stargard,2-6 osób,60 minut,Thriller,początkujący,7 opinii,Polska: 411. miejsce,"7 .5
Obsługa:
7,7/10
Klimat:
7,9/10
Trudność wg. graczy:
Trudny
Ilość opinii:
7",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0
412,Cela,Karpacz,Pokoje Tajemnic,2-5 osób,60 minut,Kryminalny,śr. zaawansowani,38 opinii,Polska: 412. miejsce,"6 .4
Obsługa:
9,7/10
Klimat:
7,3/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
413,Szalony naukowiec,Żory,Open The Lock,2-5 osób,60 minut,Fabularny,śr. zaawansowani,12 opinii,Polska: 413. miejsce,"5 .7
Obsługa:
7/10
Klimat:
5,5/10
Trudność wg. graczy:
Średni
Ilość opinii:
12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0
414,Kara Śmierci - Średniowieczny Loch,Wrocław,LetMeOut,2-5 osób,60 minut,Przygodowy,początkujący,38 opinii,Polska: 414. miejsce,"3 .2
Obsługa:
6/10
Klimat:
2,6/10
Trudność wg. graczy:
Średni
Ilość opinii:
38",0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0
415,Więzienie,Wrocław,Secret Room & Brain Code,2-5 osób,60 minut,Kryminalny,początkujący,203 opinie,Polska: 416. miejsce,"6 .2
Obsługa:
9,3/10
Klimat:
8,3/10
Trudność wg. graczy:
Średni
Ilość opinii:
203",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0
416,Posterunek 13,Bielsko-Biała,HURRY UP,2-5 osób,60 minut,Kryminalny,początkujący,50 opinii,Polska: 415. miejsce,"6 .7
Obsługa:
8,2/10
Klimat:
7,6/10
Trudność wg. graczy:
Średni
Ilość opinii:
50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0
417,Cosa nostra,Poznań,Time 4 Secrets,2-4 osoby,60 minut,Kryminalny,śr. zaawansowani,203 opinie,Polska: 418. miejsce,"8 .2
Obsługa:
9,8/10
Klimat:
8,9/10
Trudność wg. graczy:
Trudny
Ilość opinii:
203",0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0
418,Amazonia - Wyprawa w nieznane,Szczecin,Escape Room Szczecin,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,8 opinii,Polska: 417. miejsce,"5 .5
Obsługa:
7,4/10
Klimat:
9,2/10
Trudność wg. graczy:
Średni
Ilość opinii:
8",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0
419,Muzeum Tortur,Rzeszów,WydostanSie Escape Rooms,2-6 osób,60 minut,Historyczny,początkujący,21 opinii,Polska: 419. miejsce,"6 .5
Obsługa:
9,7/10
Klimat:
7,1/10
Trudność wg. graczy:
Średni
Ilość opinii:
21",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0
420,Tajemnica Egipskich Bogów,Gorzów Wielkopolski,Open The Lock,2-5 osób,60 minut,Historyczny,początkujący,20 opinii,Polska: 420. miejsce,"5 .8
Obsługa:
4,5/10
Klimat:
8,3/10
Trudność wg. graczy:
Trudny
Ilość opinii:
20",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0
421,Nawiedzony Schowek,Nowy Sącz,4Fun Escape Room Nowy Sącz,2-6 osób,60 minut,Horror,śr. zaawansowani,10 opinii,Polska: 421. miejsce,"4 .9
Obsługa:
7,6/10
Klimat:
5,8/10
Trudność wg. graczy:
Średni
Ilość opinii:
10",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
422,Wyspa Skarbów,Giżycko,Pokoje zagadek,2-5 osób,60 minut,Przygodowy,początkujący,3 opinie,Polska: 422. miejsce,"9 .0
Obsługa:
10/10
Klimat:
9,2/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
423,Szpieg z PRL-u,Kraków,Zoltar Park Kraków,2-5 osób,45 minut,Kryminalny,śr. zaawansowani,5 opinii,Polska: 423. miejsce,"7 .6
Obsługa:
10/10
Klimat:
8,7/10
Trudność wg. graczy:
Średni
Ilość opinii:
5",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1
424,Czarownice z Eylau,Iława,Open The Lock,2-5 osób,60 minut,Thriller,śr. zaawansowani,5 opinii,Polska: 424. miejsce,"5 .6
Obsługa:
10/10
Klimat:
5,1/10
Trudność wg. graczy:
Trudny
Ilość opinii:
5",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0
425,Bunkier 2 : Biuro Komendanta,Rzeszów,WydostanSie Escape Rooms,2-5 osób,60 minut,Kryminalny,początkujący,9 opinii,Polska: 425. miejsce,"7 .1
Obsługa:
9,3/10
Klimat:
7,9/10
Trudność wg. graczy:
Średni
Ilość opinii:
9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0
426,Legenda Króla Artura,Kraków,Locked UP,2-5 osób,60 minut,Przygodowy,początkujący,6 opinii,Polska: 427. miejsce,"7 .6
Obsługa:
8,5/10
Klimat:
9/10
Trudność wg. graczy:
Średni
Ilość opinii:
6",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0
427,Na Skraju Lasu,Gorzów Wielkopolski,Open The Lock,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,9 opinii,Polska: 426. miejsce,"7 .0
Obsługa:
6,6/10
Klimat:
8,5/10
Trudność wg. graczy:
Średni
Ilość opinii:
9",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
428,Opuszczona klinika,Kielce,Unlock the door,2-5 osób,50 minut,Thriller,początkujący,4 opinie,Polska: 428. miejsce,"8 .0
Obsługa:
9,6/10
Klimat:
8/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0
429,Skarb Templariuszy,Iława,Open The Lock,2-5 osób,60 minut,Przygodowy,początkujący,10 opinii,Polska: 429. miejsce,"7 .4
Obsługa:
5,2/10
Klimat:
8/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
10",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0
430,Szalone lata 80'te,Janów Lubelski,Zoom Natury,2-8 osób,60 minut,Fabularny,śr. zaawansowani,4 opinie,Polska: 430. miejsce,"8 .5
Obsługa:
9,8/10
Klimat:
9,9/10
Trudność wg. graczy:
Średni
Ilość opinii:
4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
431,Magia Zielonej Komnaty,Kraków,Locked UP,2-5 osób,60 minut,Przygodowy,doświadczony,8 opinii,Polska: 431. miejsce,"6 .1
Obsługa:
8,2/10
Klimat:
6,6/10
Trudność wg. graczy:
Trudny
Ilość opinii:
8",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0
432,Magiczny Las,Łódź,Tkalnia Zagadek KIDS,2-7 osób,60 minut,Dla dzieci,początkujący,4 opinie,Polska: 432. miejsce,"8 .3
Obsługa:
9,6/10
Klimat:
9,3/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
433,Atomowa Groza,Kraków,Zoltar Park Kraków,2-5 osób,70 minut,Historyczny,doświadczony,7 opinii,Polska: 433. miejsce,"5 .5
Obsługa:
7,6/10
Klimat:
6,6/10
Trudność wg. graczy:
Trudny
Ilość opinii:
7",0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1
434,Dexter,Kielce,Unlock the door,1-5 osób,50 minut,Kryminalny,doświadczony,2 opinie,Polska: 435. miejsce,"10
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Trudny
Ilość opinii:
2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
435,Noc w muzeum,Stargard,Muzeum Archeologiczno-Historyczne Stargard,2-6 osób,60 minut,Historyczny,eksperci,3 opinie,Polska: 436. miejsce,"8 .5
Obsługa:
9/10
Klimat:
9,5/10
Trudność wg. graczy:
Bardzo trudny
Ilość opinii:
3",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0
436,Joker,Bielsko-Biała,HURRY UP,2-5 osób,60 minut,Kryminalny,doświadczony,64 opinie,Polska: 437. miejsce,"6 .3
Obsługa:
9,7/10
Klimat:
7,1/10
Trudność wg. graczy:
Trudny
Ilość opinii:
64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0
437,Galeria Sztuki,Słupsk,TrapRooms,2-8 osób,60 minut,Przygodowy,początkujący,5 opinii,Polska: 438. miejsce,"7 .8
Obsługa:
9,2/10
Klimat:
7/10
Trudność wg. graczy:
Średni
Ilość opinii:
5",0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1
438,Kraina Czarów,Giżycko,Pokoje zagadek,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,8 opinii,Polska: 439. miejsce,"6 .3
Obsługa:
8,9/10
Klimat:
6,2/10
Trudność wg. graczy:
Trudny
Ilość opinii:
8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
439,Ekspedycja na Marsa,Warszawa,Team Exit - Pokoje zagadek -Escape Room 24,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,25 opinii,Polska: 440. miejsce,"5 .3
Obsługa:
7,6/10
Klimat:
5,3/10
Trudność wg. graczy:
Trudny
Ilość opinii:
25",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0
440,Piwnica dziadka,Gdańsk,Podziemna pułapka,2-4 osoby,60 minut,Abstrakcyjny,początkujący,69 opinii,Polska: 441. miejsce,"6 .4
Obsługa:
9/10
Klimat:
7,2/10
Trudność wg. graczy:
Średni
Ilość opinii:
69",0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
441,Statek Kosmiczny,Łódź,Tkalnia Zagadek KIDS,2-7 osób,60 minut,Dla dzieci,początkujący,2 opinie,Polska: 442. miejsce,"9 .1
Obsługa:
9,9/10
Klimat:
10/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
442,Sherlock - Święty Grall,Szczecin,Escape Room Szczecin,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,4 opinie,Polska: 443. miejsce,"3 .2
Obsługa:
2,3/10
Klimat:
6,5/10
Trudność wg. graczy:
Trudny
Ilość opinii:
4",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0
443,Domek pełen emocji,Dębki,Locked Houses,1-4 osoby,60 minut,Przygodowy,brak informacji,2 opinie,Polska: 444. miejsce,"9 .1
Obsługa:
10/10
Klimat:
8,2/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
444,Magiczny Sklep z Różdżkami,Wisła,Zamek Zagadek,2-8 osób,65 minut,Fantasy,śr. zaawansowani,13 opinii,Polska: 445. miejsce,"6 .6
Obsługa:
7,7/10
Klimat:
7,1/10
Trudność wg. graczy:
Średni
Ilość opinii:
13",0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0
445,Zaginione Kryształy 2.0,Kraków,Gamescape Kraków,2-5 osób,60 minut,Dla dzieci,na pierwszy raz,1 opinia,Polska: 446. miejsce,"10
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
1",0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0
446,13 Posterunek,Zamość,Escape Room Zamość,2-6 osób,60 minut,Kryminalny,początkujący,1 opinia,Polska: 447. miejsce,"10
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Średni
Ilość opinii:
1",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0
447,Przygody Pirata Joe,Białystok,Unlocked - Escape Room,2-4 osoby,60 minut,Przygodowy,początkujący,1 opinia,Polska: 448. miejsce,"9 .0
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
1",0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0
448,Outdoor Escape - Magiczny Portal,Kraków,Gamescape Kraków,2-6 osób,150 minut,Dla dzieci,początkujący,1 opinia,Polska: 449. miejsce,"10
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
1",0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0
449,Mały Książę. Sen Pilota,Kluczbork,Escape Room Kluczbork,2-4 osoby,60 minut,Fabularny,śr. zaawansowani,2 opinie,Polska: 450. miejsce,"6 .3
Obsługa:
8,4/10
Klimat:
7,1/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
2",0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0
450,Gra Miejska - Koziołki,Poznań,Escapelandia,2-6 osób,70 minut,Fabularny,początkujący,1 opinia,Polska: 451. miejsce,"8 .0
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Bardzo łatwy
Ilość opinii:
1",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0
451,Nawiedzona piwnica,Janów Lubelski,Zoom Natury,2-6 osób,60 minut,Thriller,śr. zaawansowani,1 opinia,Polska: 452. miejsce,"8 .0
Obsługa:
6/10
Klimat:
6/10
Trudność wg. graczy:
Średni
Ilość opinii:
1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
452,Gabinet Kristera,Jedlina-Zdrój,Zespół Pałacowo-Hotelowy Jedlinka,2-4 osoby,60 minut,Fabularny,doświadczony,1 opinia,Polska: 453. miejsce,"10
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Trudny
Ilość opinii:
1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
453,Terrorysta. Bomba w Magazynie.,Skierniewice,Gabinety Tajemnic,2-6 osób,60 minut,Kryminalny,śr. zaawansowani,1 opinia,Polska: 454. miejsce,"8 .0
Obsługa:
10/10
Klimat:
7/10
Trudność wg. graczy:
Średni
Ilość opinii:
1",0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0
454,Histeria,Skierniewice,Gabinety Tajemnic,2-5 osób,60 minut,Thriller,śr. zaawansowani,9 opinii,Polska: 456. miejsce,"5 .6
Obsługa:
10/10
Klimat:
8,2/10
Trudność wg. graczy:
Bardzo trudny
Ilość opinii:
9",0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1
455,The Mistress,Gdańsk,Escaperooms.pl,2-4 osoby,60 minut,Fabularny,śr. zaawansowani,2 opinie,Polska: 455. miejsce,"7 .2
Obsługa:
8,8/10
Klimat:
9,6/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
2",0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0
456,Pokój żużlowy,Gorzów Wielkopolski,Open The Lock,2-4 osoby,60 minut,Fabularny,doświadczony,1 opinia,Polska: 457. miejsce,"7 .0
Obsługa:
4/10
Klimat:
7/10
Trudność wg. graczy:
Średni
Ilość opinii:
1",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
